MSA Code,MSA Title,State FIPS Code,State Name,PUMA Code,PUMA Name,MSA 2010 Population,PUMA 2010 Population,Intersection 2010 Population,Percent MSA Population,Percent PUMA Population
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,8616,"Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South) PUMA","5,564,635","101,136","101,136",1.82,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,8617,"Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace PUMA","5,564,635","102,442","102,442",1.84,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,8618,Miami-Dade County (North Central)--Tamiami Trail Region (South)--Tamiami PUMA,"5,564,635","106,294","106,294",1.91,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,8619,Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South) PUMA,"5,564,635","101,209","101,209",1.82,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,8620,"Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes PUMA","5,564,635","100,968","100,968",1.81,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,8621,"Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk PUMA","5,564,635","101,507","101,507",1.82,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,8622,Miami-Dade County (Southwest)--South Miami Heights PUMA,"5,564,635","102,646","102,646",1.84,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,8623,Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village PUMA,"5,564,635","105,632","105,632",1.90,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,8624,Miami-Dade County (South)--Homestead City (North) & Florida City (North) PUMA,"5,564,635","100,194","100,194",1.80,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,8700,Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties PUMA,"5,564,635","101,291","28,201",0.51,27.84
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,9901,Palm Beach County (Northeast) PUMA,"5,564,635","103,754","103,754",1.86,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,9902,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities PUMA,"5,564,635","112,504","112,504",2.02,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,9903,Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town PUMA,"5,564,635","142,518","142,518",2.56,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,9904,Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North) PUMA,"5,564,635","124,204","124,204",2.23,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,9905,"Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City PUMA","5,564,635","125,430","125,430",2.25,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,9906,Palm Beach County (East Central)--Greater Boynton Beach City (North) PUMA,"5,564,635","149,191","149,191",2.68,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,9907,Palm Beach County (Southeast)--Greater Delray Beach City PUMA,"5,564,635","114,816","114,816",2.06,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,9908,Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town PUMA,"5,564,635","106,704","106,704",1.92,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,9909,Palm Beach County (West of Boca Raton City) PUMA,"5,564,635","103,727","103,727",1.86,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,9910,Palm Beach County (Central)--Wellington Village & Agricultural Reserve PUMA,"5,564,635","102,440","102,440",1.84,100.00
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12,Florida,9911,Palm Beach County (West)--Glades & Western Communities PUMA,"5,564,635","134,846","134,846",2.42,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,1001,Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City PUMA,"5,286,728","109,678","109,678",2.07,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,1002,Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City PUMA,"5,286,728","107,498","107,498",2.03,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,1003,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South) PUMA,"5,286,728","108,325","108,325",2.05,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,1004,Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities PUMA,"5,286,728","114,386","114,386",2.16,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,1005,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City PUMA,"5,286,728","148,314","148,314",2.81,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,1006,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North) PUMA,"5,286,728","109,963","109,963",2.08,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,1007,Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast) PUMA,"5,286,728","123,918","123,918",2.34,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,1008,Atlanta Regional Commission (Central)--DeKalb County (South) PUMA,"5,286,728","116,891","116,891",2.21,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,1900,Three Rivers Regional Commission (East) PUMA,"5,286,728","151,067","123,914",2.34,82.03
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,2001,Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan PUMA,"5,286,728","126,130","126,130",2.39,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,2002,Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities PUMA,"5,286,728","129,332","129,332",2.45,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,2003,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker PUMA,"5,286,728","155,142","155,142",2.93,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,2004,Atlanta Regional Commission--DeKalb County (North)--Dunwoody City PUMA,"5,286,728","137,880","137,880",2.61,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,2100,Three Rivers Regional Commission (North Central)--Coweta County PUMA,"5,286,728","127,317","127,317",2.41,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,2200,"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties PUMA","5,286,728","100,870","33,826",0.64,33.53
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,2300,Three Rivers Regional Commission (Northwest)--Carroll County PUMA,"5,286,728","110,527","110,527",2.09,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,2400,Atlanta Regional Commission (South Central)--Fayette County PUMA,"5,286,728","106,567","106,567",2.02,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,2500,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA","5,286,728","166,572","28,780",0.54,17.28
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,2800,Northwest Georgia Regional Commission (Northeast) PUMA,"5,286,728","176,219","29,431",0.56,16.70
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,2900,Northwest Georgia Regional Commission (East Central)--Bartow County PUMA,"5,286,728","100,157","100,157",1.89,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,3001,Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City PUMA,"5,286,728","140,042","140,042",2.65,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,3002,Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities PUMA,"5,286,728","124,405","124,405",2.35,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,3003,Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City PUMA,"5,286,728","123,322","123,322",2.33,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,3004,Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City PUMA,"5,286,728","154,587","154,587",2.92,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,3005,Atlanta Regional Commission (Northwest)--Cobb County (Northeast) PUMA,"5,286,728","145,722","145,722",2.76,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,3101,Atlanta Regional Commission--Cherokee County (Central)--Woodstock & Canton Cities PUMA,"5,286,728","102,871","102,871",1.95,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,3102,Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities) PUMA,"5,286,728","111,475","111,475",2.11,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,3200,Georgia Mountains Regional Commission (North & Northwest) PUMA,"5,286,728","127,543","22,330",0.42,17.51
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,3300,Georgia Mountains Regional Commission (Southwest)--Forsyth County PUMA,"5,286,728","175,511","175,511",3.32,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,3800,Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties PUMA,"5,286,728","129,852","69,367",1.31,53.42
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,3900,"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties PUMA","5,286,728","115,536","115,536",2.19,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,4001,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City PUMA,"5,286,728","135,979","135,979",2.57,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,4002,Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City PUMA,"5,286,728","108,241","108,241",2.05,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,4003,Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City PUMA,"5,286,728","144,475","144,475",2.73,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,4004,Atlanta Regional Commission (Northeast)--Gwinnett County (East) PUMA,"5,286,728","103,912","103,912",1.97,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,4005,Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUMA,"5,286,728","118,448","118,448",2.24,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,4006,Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City PUMA,"5,286,728","194,266","194,266",3.67,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,4300,Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties PUMA,"5,286,728","185,173","185,173",3.50,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,4400,Atlanta Regional Commission (Southwest)--Douglas County PUMA,"5,286,728","132,403","132,403",2.50,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,4500,Northwest Georgia Regional Commission (Southeast)--Paulding County PUMA,"5,286,728","142,324","142,324",2.69,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,4600,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central) PUMA,"5,286,728","125,017","125,017",2.36,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,5001,Atlanta Regional Commission (South Central)--Clayton County (South) PUMA,"5,286,728","109,951","109,951",2.08,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,5002,Atlanta Regional Commission (South Central)--Clayton County (North)--Forest Park City PUMA,"5,286,728","149,473","149,473",2.83,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,6001,Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City PUMA,"5,286,728","100,451","100,451",1.90,100.00
12060,"Atlanta-Sandy Springs-Roswell, GA",13,Georgia,6002,Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City PUMA,"5,286,728","103,471","103,471",1.96,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,400,"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities) PUMA","4,552,402","107,614","37,284",0.82,34.65
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,501,Middlesex County (Outside Lowell City) PUMA,"4,552,402","111,178","111,178",2.44,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,502,Middlesex County (Far Northeast)--Lowell City PUMA,"4,552,402","106,519","106,519",2.34,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,503,"Middlesex County--Waltham City, Lexington, Burlington, Bedford & Lincoln Towns PUMA","4,552,402","136,206","136,206",2.99,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,504,"Middlesex County (South)--Framingham Town, Marlborough City & Natick Town PUMA","4,552,402","139,823","139,823",3.07,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,505,"Middlesex County--Watertown Town City, Arlington, Belmont & Winchester Towns PUMA","4,552,402","120,862","120,862",2.65,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,506,Middlesex County (East)--Cambridge City PUMA,"4,552,402","105,162","105,162",2.31,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,507,Middlesex County (East)--Somerville & Everett Cities PUMA,"4,552,402","117,421","117,421",2.58,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,508,Middlesex County (East)--Malden & Medford Cities PUMA,"4,552,402","115,623","115,623",2.54,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,701,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities PUMA","4,552,402","184,511","184,511",4.05,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,702,Essex County (Central)--Amesbury Town City PUMA,"4,552,402","105,526","105,526",2.32,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,703,"Essex County (East)--Salem, Beverly, Gloucester & Newburyport Cities PUMA","4,552,402","196,427","196,427",4.31,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,704,"Essex County (South)--Lynn City, Swampscott & Nahant Towns PUMA","4,552,402","107,526","107,526",2.36,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,1000,"Peabody City, Danvers, Reading, North Reading & Lynnfield Towns PUMA","4,552,402","128,979","128,979",2.83,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,1300,"Billerica, Andover, Tewksbury & Wilmington Towns PUMA","4,552,402","124,730","124,730",2.74,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,1400,Middlesex (West Central) & Worcester (East) Counties PUMA,"4,552,402","116,679","111,782",2.46,95.80
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,2400,"Middlesex (Far Southwest), Norfolk (Northwest) & Worcester (Far East) Counties PUMA","4,552,402","115,498","77,732",1.71,67.30
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,2800,"Woburn, Melrose Cities, Saugus, Wakefield & Stoneham Towns PUMA","4,552,402","138,100","138,100",3.03,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,3301,"Boston City--Allston, Brighton & Fenway PUMA","4,552,402","117,638","117,638",2.58,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,3302,"Boston City--Back Bay, Beacon Hill, Charlestown, East Boston, Central & South End PUMA","4,552,402","142,236","142,236",3.12,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,3303,Boston City--Dorchester & South Boston PUMA,"4,552,402","109,690","109,690",2.41,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,3304,Boston City--Mattapan & Roxbury PUMA,"4,552,402","125,342","125,342",2.75,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,3305,"Boston City--Hyde Park, Jamaica Plain, Roslindale & West Roxbury PUMA","4,552,402","122,162","122,162",2.68,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,3306,"Suffolk County (North)--Revere, Chelsea & Winthrop Town Cities PUMA","4,552,402","104,955","104,955",2.31,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,3400,Middlesex (Southeast) & Norfolk (Northeast) Counties--Newton City & Brookline Town PUMA,"4,552,402","143,878","143,878",3.16,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,3500,Norfolk (Northeast) & Middlesex (Southeast) Counties (West of Boston City) PUMA,"4,552,402","105,449","105,449",2.32,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,3601,Norfolk County (Southwest)--Greater Franklin Town City PUMA,"4,552,402","128,696","128,696",2.83,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,3602,"Norfolk County (Central)--Randolph, Norwood, Dedham, Canton & Holbrook Towns PUMA","4,552,402","117,795","117,795",2.59,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,3603,Norfolk County (Northeast)--Quincy City & Milton Town PUMA,"4,552,402","119,274","119,274",2.62,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,3900,"Weymouth Town, Braintree Town Cities, Hingham, Hull & Cohasset Towns PUMA","4,552,402","129,479","129,479",2.84,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,4000,"Plymouth & Norfolk Counties--Brockton City, Stoughton & Avon Towns PUMA","4,552,402","125,128","125,128",2.75,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,4200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA","4,552,402","121,764","8,264",0.18,6.79
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,4301,Bristol (Outside New Bedford City) & Plymouth (South) Counties PUMA,"4,552,402","106,743","38,006",0.83,35.61
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,4901,Plymouth & Bristol Counties (Outside Brockton City) PUMA,"4,552,402","118,348","95,236",2.09,80.47
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,4902,Plymouth County (Central) PUMA,"4,552,402","107,996","107,996",2.37,100.00
14460,"Boston-Cambridge-Newton, MA-NH",25,Massachusetts,4903,"Plymouth County (East)--Plymouth, Marshfield, Scituate, Duxbury & Kingston Towns PUMA","4,552,402","127,421","127,421",2.80,100.00
14460,"Boston-Cambridge-Newton, MA-NH",33,New Hampshire,300,"Strafford Region--Strafford, Rockingham (Northern) & Carroll (Southeastern) Counties PUMA","4,552,402","148,575","142,785",3.14,96.10
14460,"Boston-Cambridge-Newton, MA-NH",33,New Hampshire,700,Outer Manchester City PUMA,"4,552,402","151,697","85,286",1.87,56.22
14460,"Boston-Cambridge-Newton, MA-NH",33,New Hampshire,1000,Seacoast Region--Rockingham County (Southern)--Portsmouth City PUMA,"4,552,402","190,295","190,295",4.18,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,101,Alameda County (North)--Berkeley & Albany Cities PUMA,"4,335,391","131,119","131,119",3.02,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,102,Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities PUMA,"4,335,391","158,091","158,091",3.65,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,103,Alameda County (Northeast)--Oakland (East) & Piedmont Cities PUMA,"4,335,391","125,229","125,229",2.89,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,104,Alameda County (North Central)--Oakland City (South Central) PUMA,"4,335,391","124,608","124,608",2.87,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,105,"Alameda County (West)--San Leandro, Alameda & Oakland (Southwest) Cities PUMA","4,335,391","163,534","163,534",3.77,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,106,"Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland PUMA","4,335,391","134,752","134,752",3.11,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,107,Alameda County (Central)--Hayward City PUMA,"4,335,391","145,655","145,655",3.36,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,108,"Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities PUMA","4,335,391","135,402","135,402",3.12,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,109,Alameda County (South Central)--Fremont City (East) PUMA,"4,335,391","189,764","189,764",4.38,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,110,"Alameda County (East)--Livermore, Pleasanton & Dublin Cities PUMA","4,335,391","202,117","202,117",4.66,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,1301,Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities PUMA,"4,335,391","114,777","114,777",2.65,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,1302,"Contra Costa County (Far Northwest)--Richmond (North), Hercules & El Cerrito Cites PUMA","4,335,391","118,671","118,671",2.74,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,1303,"Contra Costa County (Northwest)--Concord (West), Martinez & Pleasant Hill Cities PUMA","4,335,391","129,625","129,625",2.99,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,1304,"Contra Costa County--Walnut Creek (West), Lafayette, Orinda Cities & Moraga Town PUMA","4,335,391","117,784","117,784",2.72,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,1305,Contra Costa County (South)--San Ramon City & Danville Town PUMA,"4,335,391","124,585","124,585",2.87,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,1306,"Contra Costa County (Central)--Concord (South), Walnut Creek (East) & Clayton Cities PUMA","4,335,391","112,211","112,211",2.59,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,1307,Contra Costa County (North Central)--Pittsburg & Concord (North & East) Cities PUMA,"4,335,391","120,474","120,474",2.78,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,1308,Contra Costa County (Northeast)--Antioch City PUMA,"4,335,391","107,213","107,213",2.47,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,1309,Contra Costa County (East)--Brentwood & Oakley Cities PUMA,"4,335,391","103,685","103,685",2.39,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,4101,Marin County (North & West)--Novato & San Rafael (North) Cities PUMA,"4,335,391","104,847","104,847",2.42,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,4102,"Marin County (Southeast)--San Rafael (South), Mill Valley & Sausalito Cities PUMA","4,335,391","147,562","147,562",3.40,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,7501,San Francisco County (North & West)--Richmond District PUMA,"4,335,391","136,936","136,936",3.16,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,7502,San Francisco County (North & East)--North Beach & Chinatown PUMA,"4,335,391","107,027","107,027",2.47,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,7503,San Francisco County (Central)--South of Market & Potrero PUMA,"4,335,391","129,066","129,066",2.98,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,7504,San Francisco County (Central)--Inner Mission & Castro PUMA,"4,335,391","106,640","106,640",2.46,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,7505,San Francisco County (Central)--Sunset District (North) PUMA,"4,335,391","105,336","105,336",2.43,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,7506,San Francisco County (South Central)--Sunset District (South) PUMA,"4,335,391","110,830","110,830",2.56,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,7507,San Francisco County (South Central)--Bayview & Hunters Point PUMA,"4,335,391","109,400","109,400",2.52,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,8101,"San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town PUMA","4,335,391","137,297","137,297",3.17,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,8102,"San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities PUMA","4,335,391","117,380","117,380",2.71,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,8103,"San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities PUMA","4,335,391","104,258","104,258",2.40,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,8104,San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities PUMA,"4,335,391","118,704","118,704",2.74,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,8105,"San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities PUMA","4,335,391","127,245","127,245",2.94,100.00
41860,"San Francisco-Oakland-Hayward, CA",6,California,8106,"San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town PUMA","4,335,391","113,567","113,567",2.62,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,1701,Genesee (East) & Lapeer Counties PUMA,"4,296,250","187,325","88,319",2.06,47.15
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,2800,Livingston County PUMA,"4,296,250","180,967","180,967",4.21,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,2901,Oakland County (West) PUMA,"4,296,250","127,871","127,871",2.98,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,2902,Oakland County (Northeast) PUMA,"4,296,250","129,788","129,788",3.02,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,2903,Oakland County (East Central)--Troy & Rochester Area PUMA,"4,296,250","163,887","163,887",3.81,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,2904,Oakland County (Central) PUMA,"4,296,250","153,492","153,492",3.57,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,2905,Oakland County (Southwest) PUMA,"4,296,250","119,274","119,274",2.78,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,2906,Oakland County (Central)--Birmingham & Bloomfield Area PUMA,"4,296,250","151,575","151,575",3.53,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,2907,Oakland County (South Central)--Farmington & Southfield Area PUMA,"4,296,250","165,926","165,926",3.86,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,2908,Oakland County (Southeast) PUMA,"4,296,250","190,549","190,549",4.44,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,3001,Macomb County (North) PUMA,"4,296,250","119,113","119,113",2.77,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,3002,Macomb County (Central) PUMA,"4,296,250","158,141","158,141",3.68,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,3003,Macomb County (Southwest)--Sterling Heights City PUMA,"4,296,250","129,699","129,699",3.02,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,3004,Macomb County (Southeast)--Mount Clemens & Fraser Area PUMA,"4,296,250","152,177","152,177",3.54,100.00
19820,"Detroit-Warren-Dearborn, MI",26,Michigan,3005,"Macomb County (Southeast)--St. Clair Shores, Roseville & Eastpointe Area PUMA","4,296,250","139,535","139,535",3.25,100.00
